"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age Groups","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
899,"NCT02496078","A Phase 3 Evaluation of Daclatasvir and Asunaprevir in Treatment-naive Subjects With Chronic Hepatitis C Genotype 1b Infection","Recruiting","No Results Available","Hepatitis C","Drug: Daclatasvir|Drug: Asunaprevir","Bristol-Myers Squibb","Both","Adult|Senior","Phase 3","200","Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)","AI447-114","July 9, 2015","August 2015","March 2017","October 15, 2015","August 2015","No Study Results Posted","null","March 2017","Proportion of treated subjects randomized to Active Dual therapy with Sustained Virologic Response (SVR12)|Proportion of subjects with anemia on active Dual therapy|Proportion of subjects with neutropenia on active Dual therapy|Proportion of subjects with thrombocytopenia on active Dual therapy|On treatment safety, as measured by frequency of serious adverse events (SAEs) and discontinuations due to adverse events (AEs)|Differences in rates of selected Grade 3-4 laboratory abnormalities for hematology between treatments (DCV + Asunaprevir (ASV) vs PBO)|Differences in rates of selected Grade 3-4 laboratory abnormalities for liver function between treatments (DCV + Asunaprevir (ASV) vs PBO)|Proportion of subjects with SVR12 by the rs12979860 single nucleotide polymorphism (SNP) in the interleukin (IL) -28B gene for each cohort|Proportion of subjects with hepatitis C virus (HCV) RNA < LLOQ-TD/TND in each arm at various intervals after the initiation of active Dual therapy|Proportion of subjects who achieve HCV RNA < LLOQ-TND at each arm at various intervals after the initiation of active Dual therapy|Proportion of treated subjects with SVR12 for subjects randomized to placebo","https://ClinicalTrials.gov/show/NCT02496078"
900,"NCT02258581","Long Term Follow-up Registry of Individuals Treated in A Gilead-Sponsored Trial in Individuals With Chronic Hepatitis B Infection","Enrolling by invitation","No Results Available","Hepatitis B","Drug: GS-4774|Drug: GS-9620|Drug: Tenofovir disoproxil fumarate (TDF)","Gilead Sciences","Both","Adult|Senior","","500","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","GS-US-330-1508|2015-001050-16","October 3, 2014","December 2014","October 2019","October 9, 2015","October 2015","No Study Results Posted","null","October 2019","Proportion of participants with serum hepatitis B surface antigen (HBsAg) decline ≥ 0.5 log10 IU/ml from baseline at Week 48|Proportion of participants who remain HBsAg negative at Week 48|Proportion of participants with serum HBsAg decline ≥ 0.5 log10 IU/ml from baseline at Week 144|Proportion of participants who achieve HBsAg loss at Weeks 48 and 144|Proportion of participants who remain HBsAg negative at Week 144|Proportions of participants with hepatitis B envelope antigen (HBeAg) loss and seroconversion at Week 48|Proportions of participants with HBeAg loss and seroconversion at Week 144|Proportions of participants who remain HBeAg negative and hepatitis B envelope antibody (HBeAb) positive at Week 48|Proportions of participants who remain HBeAg negative and HBeAb positive at Week 144|Proportion of participants with HBV DNA < the lower limit of quantitation (LLOQ) at Weeks 48, 96 and 144|Change from Baseline in HBV DNA at Weeks 48, 96, and 144","https://ClinicalTrials.gov/show/NCT02258581"
901,"NCT00128544","Telbivudine Versus the Combination of Telbivudine and Valtorcitabine in Patients With Chronic Hepatitis B","Completed","No Results Available","Hepatitis B","Drug: telbivudine|Drug: valtorcitabine","Novartis|Novartis Pharmaceuticals","Both","Adult|Senior","Phase 2","130","Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double-Blind","NV-02C-004","August 8, 2005","May 2005","May 2007","May 8, 2015","May 2015","No Study Results Posted","null","May 2007","","https://ClinicalTrials.gov/show/NCT00128544"
902,"NCT00124241","An Extension Study of Telbivudine, Lamivudine or Telbivudine Plus Lamivudine in Patients With Chronic Hepatitis B","Completed","No Results Available","Hepatitis B","Drug: telbivudine|Drug: lamivudine","Novartis|Novartis Pharmaceuticals","Both","Adult","Phase 2","null","Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double-Blind","NV-02B-010","July 25, 2005","null","November 2005","May 8, 2015","May 2015","No Study Results Posted","null","February 2003","","https://ClinicalTrials.gov/show/NCT00124241"
903,"NCT01369212","Combination Therapy of Pegylated Interferon Alfa-2a and Tenofovir Versus Tenofovir Monotherapy in Chronic Hepatitis B","Recruiting","No Results Available","Hepatitis B","Drug: Tenofovir|Drug: Peginterferon-alfa 2a and tenofovir","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of Pittsburgh","Both","Adult|Senior","","376","NIH|Other","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label","DK082864 HBRN Immune Active","June 6, 2011","November 2012","October 2020","October 28, 2015","October 2015","No Study Results Posted","HBRN","October 2019","Hepatitis B surface antigen (HBsAg) loss|Cumulative HBsAg loss|Serious Adverse Events|Adverse events|Hepatitis B e antigen (HBeAg) loss|HBeAg loss|HBsAg seroconversion|HBeAg seroconversion|Normalization of Alanine Transaminase(ALT) levels|HBV DNA <1000 IU/mL|HBV DNA <20 IU/mL(Lower limit of quantification [LLOQ]) of COBAS Ampliprep/COBAS TaqMan HBV v2.0 test)|Absence of detectable antiviral drug-resistance HBV mutations|Sustained HBV DNA <1000 IU/mL","https://ClinicalTrials.gov/show/NCT01369212"
904,"NCT01492478","Psychobiological Characterization of Depression in Hepatitis C","Not yet recruiting","No Results Available","Depression|Hepatitis c","","Centro Hospitalar Lisboa Norte","Both","Adult","","200","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","39772","December 13, 2011","January 2012","December 2015","December 14, 2011","December 2011","No Study Results Posted","null","July 2015","","https://ClinicalTrials.gov/show/NCT01492478"
905,"NCT02528461","Macrophage Activation Markers During Sofosbuvir-based Treatment Regimes of Chronic Hepatitis C","Recruiting","No Results Available","Hepatitis C","Drug: Galactose|Procedure: Gastroscopy|Procedure: Liver biopsy|Procedure: Fibroscan|Procedure: Liver vein catheterization|Drug: Sofosbuvir","University of Aarhus|Aarhus University Hospital","Both","Adult|Senior","Phase 4","80","Other","Interventional","Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label","HCV sCD163 Sofosbuvir","August 14, 2015","January 2015","January 2020","August 18, 2015","August 2015","No Study Results Posted","null","January 2020","Changes in the macrophage activation markers sCD163 and sCD206|Changes in liver fibrosis with fibroscan|Changes in histological liver fibrosis|Changes in clinical status|Changes in hepatic venous pressure|Changes in metabolic liver function determined by the galactose elimination capacity (GEC) test","https://ClinicalTrials.gov/show/NCT02528461"
906,"NCT00241618","Timing and Duration of Acute Hepatitis C Treatment","Completed","No Results Available","Hepatitis C","Drug: Pegylated interferon alpha 2|Drug: Ribavirin","Ain Shams University|University Hospital Freiburg|Beth Israel Deaconess Medical Center|Alexander von Humboldt Association|Fulbright|National Institute of Allergy and Infectious Diseases (NIAID)|TEMPUS|International Society for Infectious Diseases","Both","Adult","Phase 4","180","Other|NIH","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label","994058402|AI054887|AI41563|Fulbright|TEMPUS|ISID","October 18, 2005","January 2002","January 2006","September 7, 2006","September 2006","No Study Results Posted","null","null","Sustained viral response rate in treatment group versus control|End of treatment virologic response|Early virologic response at week 4|Quality of life","https://ClinicalTrials.gov/show/NCT00241618"
907,"NCT01329978","Sofosbuvir With Pegylated Interferon and Ribavirin Hepatitis C Virus (HCV) Genotypes 1,4,5,6","Completed","Has Results","Hepatitis C, Chronic","Drug: Sofosbuvir|Drug: RBV|Drug: PEG","Gilead Sciences","Both","Adult|Senior","Phase 2","332","Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label","P7977-0724","March 30, 2011","March 2011","August 2012","April 24, 2014","April 2014","January 6, 2014","ATOMIC","August 2012","Percentage of Participants With Sustained Virologic Response 24 Weeks Following Completion of Treatment (SVR24)|Percentage of Participants Who Experienced Adverse Events|Percentage of Participants With Sustained Virologic Response 12 Weeks Following Completion of Treatment (SVR12)|Change in HCV RNA at Week 2|Change in HCV RNA at Week 4|Change in HCV RNA at Week 8|Change in HCV RNA at Week 12|Percentage of Participants With HCV RNA < LOD at Week 2|Percentage of Participants With HCV RNA Below < LOD at Week 4|Percentage of Participants With HCV RNA Below < LOD at Week 8|Percentage of Participants With HCV RNA Below < LOD at Week 12|Percentage of Participants With HCV RNA Below < LOD at Week 24|Percentage of Participants With ALT Normalization at Week 12|Percentage of Participants With ALT Normalization at Week 24|Percentage of Participants With ALT Normalization at Post-treatment Week 4|Percentage of Participants With Virologic Failure During Treatment|Percentage of Participants With Virologic Failure Following Treatment (Viral Relapse).","https://ClinicalTrials.gov/show/NCT01329978"
908,"NCT00527540","Effectiveness and Side Effects of Pegylated Interferon Alpha-2a (Pegaferon®) Plus Ribavirin in the Patients With Chronic Hepatitis C","Completed","No Results Available","Hepatitis C","Drug: Pegylated Interferon alpha 2a + Ribavirin","Tehran Hepatitis Center|Kermanshah University of Medical Sciences","Both","Adult|Senior","Phase 3","60","Other","Interventional","Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label","THC-10","September 8, 2007","February 2007","December 2008","January 18, 2009","January 2009","No Study Results Posted","null","June 2008","End of treatment response rate (HCV RNA:Neg)|Sustain response rate (HCV RNA:Neg) 6 month after end of treatment","https://ClinicalTrials.gov/show/NCT00527540"
909,"NCT02044042","Vertical Transmission of Hepatitis C Virus","Recruiting","No Results Available","Hepatitis C|Transmission","","Hopital Lariboisière","Both","Child","","120","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","Liver005","January 19, 2014","October 2014","July 2016","September 30, 2015","September 2015","No Study Results Posted","null","July 2016","HCV status in children born from chronically HCV infected pregnant women|HCV RNA in children with positive HCV antibodies (Ab)","https://ClinicalTrials.gov/show/NCT02044042"
910,"NCT02505243","Evaluation of RIBAvirin Plasma COncentrations in Patients With Chronic Hepatitis C Infection Routinely Treated With Modern DAA Regimens","Recruiting","No Results Available","HCV Coinfection|Hepatitis C","","Radboud University|Erasmus Medical Center|University Medical Center Groningen|UMC Utrecht|Maastricht University Medical Center","Both","Adult|Senior","","150","Other","Observational","Observational Model: Cohort","UMCN-AKF-15.03","July 15, 2015","June 2015","February 2016","July 21, 2015","July 2015","No Study Results Posted","RIBACOP","January 2016","Ribavirin concentration|Sustained virological response (SVR12)|Hemoglobin concentrations","https://ClinicalTrials.gov/show/NCT02505243"
911,"NCT02526641","Macrophages, Portal Hypertension, and Liver Function During AbbVie Treatment of Chronic Hepatitis C","Recruiting","No Results Available","Hepatitis C","Procedure: Functional Hepatic Nitrogen Clearance (FHNC)|Procedure: Galactose Elimination Capacity (GEC)|Procedure: Liver vein catheterization","University of Aarhus|Aarhus University Hospital|AbbVie","Both","Adult|Senior","Phase 4","20","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label","HCV sCD163 AbbVie","August 13, 2015","August 2015","September 2022","August 14, 2015","August 2015","No Study Results Posted","null","September 2017","Change in the hepatic venous pressure gradient determined by liver vein catheterization from baseline to 12 weeks|Change in the hepatic venous pressure gradient determined by liver vein catheterization from baseline to 1 year|Changes in the levels of the macrophage specific activation marker sCD163|Changes in metabolic liver function determined by the galactose elimination capacity (GEC) test|Changes in the functional hepatic nitrogen clearance (FHNC)","https://ClinicalTrials.gov/show/NCT02526641"
912,"NCT01718301","HIV Patients With Chronic Hepatitis C Genotype 1 Infection Who Failed Previously to Peginterferon /Ribavirin","Completed","No Results Available","Hepatitis C|HIV Infections|COINFECTION","Drug: boceprevir|Drug: Ribavirin|Drug: Peginterferon alfa-2a|Drug: Peginterferon alfa-2b","Anna Cruceta|Fundacion Clinic per a la Recerca Biomédica","Both","Adult|Senior","Phase 3","128","Other","Interventional","Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label","BOC-HIV|2012-003984-23","October 25, 2012","March 2013","June 2015","July 8, 2015","July 2015","No Study Results Posted","BOC-HIV","March 2015","Achievement of sustained virological response (SVR) at week 24|Achievement of sustained virological response at weeks 2,4,8,12.|The proportion of subjects with undetectable HCV-RNA at FW 12.|The proportion of subjects with undetectable HCV-RNA at 72 weeks after randomization.|Number of adverse events|Resistance of HCV after boceprevir (BOC) containing regimen","https://ClinicalTrials.gov/show/NCT01718301"
